Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,20.4,20.51,19.99,20.049999,19.45927,4157500
2015-01-02,20.129998999999998,20.280001000000002,19.809998999999998,20.129998999999998,19.536913000000002,2842000
2015-01-05,20.129998999999998,20.190001000000002,19.700001,19.790001,19.206934,4948800
2015-01-06,19.82,19.84,19.17,19.190001000000002,18.624610999999998,4944100
2015-01-07,19.33,19.5,19.08,19.139999,18.576082,8045200
2015-01-08,19.360001,19.98,19.35,19.860001,19.27487,7094500
2015-01-09,19.93,20.09,19.66,19.940001000000002,19.352512,5238500
2015-01-12,19.99,20.0,19.51,19.690001000000002,19.109879,4768300
2015-01-13,19.84,20.24,19.52,19.66,19.080761,5909700
2015-01-14,19.450001,19.799999,19.4,19.74,19.158401,3881500
2015-01-15,19.879998999999998,20.0,19.59,19.6,19.02253,4723300
2015-01-16,19.57,19.98,19.51,19.959999,19.371923000000002,4537800
2015-01-20,20.1,20.209999,19.77,20.02,19.430159,3487500
2015-01-21,19.91,20.35,19.77,20.299999,19.701904000000003,3619500
2015-01-22,20.34,20.709999,20.129998999999998,20.65,20.041594,3992800
2015-01-23,20.67,20.75,20.5,20.709999,20.099825,2976700
2015-01-26,20.620001000000002,20.719998999999998,20.49,20.620001000000002,20.01248,3331000
2015-01-27,20.299999,20.32,19.59,19.629998999999998,19.051643,8948700
2015-01-28,19.870001000000002,19.950001,19.299999,19.309998999999998,18.741073999999998,6818200
2015-01-29,19.32,19.889999,19.23,19.780001000000002,19.197226,5883500
2015-01-30,19.639999,19.870001000000002,19.17,19.200001,18.634314,7455000
2015-02-02,19.32,19.700001,18.940001000000002,19.620001000000002,19.041941,6490100
2015-02-03,19.76,20.129998999999998,19.66,20.110001,19.517504000000002,4555300
2015-02-04,20.049999,20.389999,19.99,20.16,19.566031,4537900
2015-02-05,20.18,20.5,20.16,20.49,19.886305,3511200
2015-02-06,20.469998999999998,20.709999,20.309998999999998,20.4,19.798956,5231900
2015-02-09,20.280001000000002,20.440001000000002,20.15,20.379998999999998,19.779549,6848600
2015-02-10,20.4,20.959999,20.309998999999998,20.950001,20.332756,5655100
2015-02-11,21.0,21.0,20.67,20.809998999999998,20.196877,8020800
2015-02-12,22.0,22.5,21.870001000000002,22.299999,21.642979,16922600
2015-02-13,22.25,22.34,21.91,22.309998999999998,21.652683,7752100
