Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,146.529999,146.990005,143.880005,144.929993,116.593864,204935600
2008-01-03,144.91000400000001,145.490005,144.070007,144.860001,116.537567,125133300
2008-01-04,143.33999599999999,143.440002,140.91000400000001,141.309998,113.681671,232330900
2008-01-07,141.809998,142.229996,140.100006,141.190002,113.585121,234991000
2008-01-08,142.080002,142.899994,138.440002,138.91000400000001,111.750923,326365700
2008-01-09,139.08999599999999,140.78999299999995,137.699997,140.369995,112.925476,301824900
2008-01-10,139.679993,142.800003,139.369995,141.28999299999995,113.66556499999999,335701200
2008-01-11,140.779999,141.899994,139.0,140.149994,112.748466,267076600
2008-01-14,141.16000400000001,141.860001,140.399994,141.279999,113.657532,170365500
2008-01-15,139.78999299999998,141.490005,137.899994,138.169998,111.155594,239940100
2008-01-16,137.360001,139.119995,136.279999,136.979996,110.19825,378802600
2008-01-17,137.809998,137.880005,132.929993,133.429993,107.3423,397892600
2008-01-18,134.740005,135.020004,131.100006,132.059998,106.240227,348561500
2008-01-22,127.209999,132.429993,126.0,130.720001,105.162201,435923700
2008-01-23,127.089996,134.190002,126.839996,133.860001,107.68824,511913000
2008-01-24,134.479996,135.46000700000002,133.309998,134.990005,108.597351,259949300
2008-01-25,136.509995,136.759995,132.600006,133.03999299999998,107.028557,269603900
2008-01-28,133.259995,135.520004,132.059998,135.240005,108.79846200000001,217934600
2008-01-29,136.100006,136.449997,134.880005,135.91000400000001,109.337433,168968300
2008-01-30,135.580002,138.53999299999998,134.600006,134.91000400000001,108.532951,334939200
2008-01-31,133.399994,138.53999299999998,133.199997,137.369995,110.51194,343680800
2008-02-01,137.940002,139.610001,137.520004,139.580002,112.289925,206843600
2008-02-04,139.21000700000002,139.300003,137.639999,137.820007,110.874031,124694300
2008-02-05,135.940002,136.25,133.669998,134.130005,107.905472,286882500
2008-02-06,134.580002,135.25,132.41000400000001,133.050003,107.036629,250792900
2008-02-07,131.800003,134.78999299999998,131.729996,133.929993,107.744545,297368100
2008-02-08,133.08999599999999,134.220001,132.100006,133.070007,107.05271100000002,221643500
2008-02-11,133.100006,134.229996,132.03999299999998,133.75,107.59980800000001,188576300
2008-02-12,134.91000400000001,136.309998,133.979996,134.990005,108.597351,256654400
2008-02-13,136.009995,137.059998,135.139999,136.369995,109.707504,181967800
2008-02-14,136.949997,137.0,134.78999299999998,135.169998,108.74214199999999,215207200
2008-02-15,134.5,135.220001,133.91000400000001,135.139999,108.71801,154110300
2008-02-19,136.720001,136.889999,134.610001,135.520004,109.02368200000001,145190000
2008-02-20,133.990005,136.550003,133.759995,135.919998,109.345497,220085700
2008-02-21,136.66000400000001,137.009995,134.070007,134.78999299999998,108.436424,201051200
2008-02-22,134.970001,135.850006,132.860001,135.619995,109.10414899999999,205491000
2008-02-25,135.53999299999998,137.649994,134.779999,137.330002,110.47981999999999,190107000
2008-02-26,136.75,138.949997,136.5,138.360001,111.308434,212420700
2008-02-27,137.559998,139.139999,137.41000400000001,138.220001,111.195801,168395800
2008-02-28,137.240005,137.96000700000002,136.550003,136.869995,110.10974099999999,170831100
2008-02-29,135.600006,135.679993,132.779999,133.820007,107.65608200000001,252715200
2008-03-03,133.139999,133.809998,132.240005,133.5,107.398628,189483500
2008-03-04,132.229996,133.399994,130.990005,132.990005,106.988358,282513100
2008-03-05,133.419998,134.770004,132.33999599999999,133.830002,107.664124,270681400
2008-03-06,132.979996,133.220001,130.550003,131.059998,105.435699,247911700
2008-03-07,129.770004,131.740005,128.580002,129.71000700000002,104.34964000000001,326434600
2008-03-10,129.83999599999999,129.929993,127.589996,128.0,102.973969,235683600
2008-03-11,130.720001,132.720001,128.949997,132.600006,106.67462900000001,341440600
2008-03-12,132.740005,133.770004,131.16000400000001,131.360001,105.677048,229161100
2008-03-13,129.610001,132.639999,128.600006,131.649994,105.910339,351504200
2008-03-14,132.770004,132.809998,127.779999,129.610001,104.269203,484687800
2008-03-17,126.57,129.259995,126.07,128.300003,103.215347,405311100
2008-03-18,130.619995,133.690002,129.979996,133.630005,107.503227,334416600
2008-03-19,134.139999,134.649994,130.03999299999998,130.320007,104.840408,345971600
2008-03-20,130.050003,132.91000400000001,129.259995,132.080002,106.78233300000001,245320700
2008-03-24,133.309998,135.809998,133.240005,134.720001,108.91667199999999,208977300
2008-03-25,134.860001,135.550003,133.770004,134.850006,109.021774,192947200
2008-03-26,134.46000700000002,135.08999599999999,133.110001,133.199997,107.68780500000001,196934300
2008-03-27,134.199997,134.440002,132.360001,132.779999,107.34823600000001,225153200
2008-03-28,132.990005,133.360001,131.059998,131.509995,106.321487,180896100
2008-03-31,131.28999299999998,132.729996,131.08999599999999,131.970001,106.693405,166692100
2008-04-01,133.610001,136.83999599999999,133.509995,136.610001,110.444695,254547300
2008-04-02,137.050003,137.669998,135.979996,136.699997,110.51741799999999,210910800
2008-04-03,135.96000700000002,137.440002,135.71000700000002,137.03999299999998,110.79231999999999,175884800
2008-04-04,137.119995,137.96000700000002,136.119995,136.889999,110.671028,204446800
2008-04-07,137.869995,138.570007,136.740005,136.96000700000002,110.727646,154245500
2008-04-08,136.190002,136.919998,135.949997,136.820007,110.614471,148937300
2008-04-09,136.610001,136.800003,134.889999,135.830002,109.814079,195610600
2008-04-10,135.419998,136.669998,134.899994,136.020004,109.96768200000001,192967800
2008-04-11,134.490005,135.119995,133.009995,133.380005,107.83333600000002,222973300
2008-04-14,133.190002,133.53999299999998,132.550003,132.929993,107.469521,160522000
2008-04-15,133.580002,133.690002,132.330002,133.240005,107.720161,172389200
2008-04-16,134.53999299999998,136.91000400000001,134.520004,136.850006,110.638718,189268900
2008-04-17,136.020004,137.25,135.66000400000001,137.050003,110.800385,179665700
2008-04-18,138.940002,139.559998,138.259995,138.479996,111.95652,218530600
2008-04-21,138.229996,138.979996,137.850006,138.550003,112.013107,118587400
2008-04-22,138.190002,138.309998,136.899994,137.940002,111.51990500000001,162166000
2008-04-23,138.08999599999999,138.779999,137.119995,137.720001,111.342072,193309000
2008-04-24,138.080002,139.740005,137.03999299999998,138.320007,111.827164,229381300
2008-04-25,139.399994,139.889999,137.91000400000001,139.600006,112.86201499999999,190788100
2008-04-28,139.880005,140.25,139.380005,139.630005,112.886253,105610200
2008-04-29,139.389999,139.729996,138.610001,139.080002,112.44158200000001,125514100
2008-04-30,139.28999299999998,140.58999599999999,138.259995,138.259995,111.77863300000001,208395900
2008-05-01,138.380005,141.119995,138.270004,141.119995,114.090851,187279500
2008-05-02,142.33999599999999,142.369995,140.559998,141.509995,114.406174,181585500
2008-05-05,141.050003,141.610001,140.41000400000001,140.830002,113.85641499999998,118504500
2008-05-06,140.020004,142.199997,139.690002,142.050003,114.84272800000001,179339800
2008-05-07,141.889999,142.03999299999995,139.130005,139.520004,112.79733300000001,199267300
2008-05-08,139.740005,140.320007,138.979996,139.16000400000001,112.50628700000001,178321200
2008-05-09,138.600006,139.389999,138.449997,138.899994,112.29608200000001,152588200
2008-05-12,139.25,140.559998,138.729996,140.46000700000002,113.55731999999999,147865900
2008-05-13,140.800003,140.889999,139.729996,140.479996,113.57341799999999,159132200
2008-05-14,141.070007,142.199997,140.46000700000002,140.770004,113.807915,181910800
2008-05-15,141.03999299999995,142.630005,140.830002,142.529999,115.230774,166927000
2008-05-16,142.860001,142.869995,141.610001,142.66000400000001,115.335922,204236800
2008-05-19,142.809998,144.300003,142.300003,143.050003,115.65118400000001,165664400
2008-05-20,142.270004,142.33999599999999,141.0,141.889999,114.713379,178552100
2008-05-21,141.809998,142.119995,139.0,139.490005,112.77306399999999,252724800
2008-05-22,139.429993,140.169998,139.0,139.509995,112.78923,170820400
2008-05-23,139.050003,139.66000400000001,137.520004,137.639999,111.27739,181376400
2008-05-27,137.800003,139.0,137.529999,138.66000400000001,112.10205800000001,168322900
2008-05-28,139.169998,140.0,138.0,139.300003,112.619431,181288100
2008-05-29,139.130005,140.929993,139.080002,140.0,113.18539399999999,173927200
2008-05-30,140.470001,140.740005,139.940002,140.350006,113.468376,117362000
2008-06-02,139.830002,139.860001,138.0,138.899994,112.29608200000001,181069900
2008-06-03,139.300003,139.619995,137.229996,138.08999599999999,111.64121999999999,271965700
2008-06-04,137.699997,139.16000400000001,137.46000700000002,138.020004,111.584625,246637700
2008-06-05,138.580002,140.889999,138.320007,140.779999,113.815956,237867100
2008-06-06,139.550003,139.800003,136.220001,136.28999299999998,110.18595900000001,384276300
2008-06-09,136.860001,137.5,135.41000400000001,136.619995,110.45273600000002,228263900
2008-06-10,135.669998,137.100006,135.350006,135.940002,109.90299999999999,260234900
2008-06-11,135.970001,136.259995,133.929993,133.940002,108.286079,283890100
2008-06-12,134.600006,135.869995,133.520004,134.449997,108.69837199999999,252791800
2008-06-13,135.169998,136.520004,134.419998,136.149994,110.07280700000001,244726900
2008-06-16,135.550003,136.929993,135.46000700000002,136.229996,110.137451,185832500
2008-06-17,137.070007,137.119995,135.369995,135.570007,109.603867,191707700
2008-06-18,134.690002,135.520004,133.71000700000002,134.25,108.536705,265893000
2008-06-19,134.149994,135.240005,133.5,134.419998,108.67414099999999,304204900
2008-06-20,132.83999599999999,133.08999599999999,131.220001,131.580002,106.910172,289275700
2008-06-23,132.08999599999999,132.229996,131.320007,131.449997,106.80455800000001,165096400
2008-06-24,131.050003,132.440002,130.190002,131.190002,106.59326899999999,267300600
2008-06-25,131.720001,133.399994,131.240005,131.809998,107.097054,287853900
2008-06-26,130.570007,131.419998,128.080002,128.229996,104.188263,297775000
2008-06-27,128.279999,128.860001,127.040001,127.529999,103.61949200000001,303423400
2008-06-30,127.889999,128.91000400000001,127.300003,127.980003,103.985138,258842600
2008-07-01,126.519997,128.470001,125.93,128.380005,104.31014300000001,388622000
2008-07-02,128.78999299999998,129.16000400000001,125.949997,126.18,102.522598,288064600
2008-07-03,127.110001,127.110001,124.989998,126.309998,102.628235,239352500
2008-07-07,126.790001,127.339996,123.91999799999999,125.019997,101.580078,372427300
2008-07-08,124.989998,127.389999,124.199997,127.239998,103.383911,375973700
2008-07-09,127.5,127.739998,124.389999,124.790001,101.393227,336729400
2008-07-10,124.43,125.790001,123.58000200000001,125.300003,101.80761,436475700
2008-07-11,123.970001,125.900002,122.489998,123.839996,100.621323,481124600
2008-07-14,125.260002,125.5,122.400002,122.720001,99.711342,322720800
2008-07-15,121.800003,123.489998,120.019997,120.989998,98.305687,502502500
2008-07-16,121.449997,124.57,121.099998,123.959999,100.718834,371642900
2008-07-17,125.139999,126.260002,124.089996,125.199997,101.726357,375490600
2008-07-18,126.16999799999999,126.41999799999999,125.150002,125.980003,102.3601,267030100
2008-07-21,126.510002,126.800003,125.190002,126.050003,102.417007,222863000
2008-07-22,125.150002,127.800003,124.849998,127.480003,103.578857,296904200
2008-07-23,127.889999,129.149994,127.550003,128.169998,104.139511,311698400
2008-07-24,128.33999599999999,128.41000400000001,125.160004,125.510002,101.97823299999999,248634500
2008-07-25,125.889999,126.489998,125.16999799999999,125.480003,101.953857,219131000
2008-07-28,125.510002,126.059998,123.41999799999999,123.639999,100.458832,205201300
2008-07-29,123.980003,126.379997,123.639999,126.279999,102.603851,261505600
2008-07-30,127.110001,128.600006,126.279999,128.529999,104.432022,354710000
2008-07-31,127.400002,128.570007,126.629997,126.83000200000001,103.050713,277402100
2008-08-01,127.120003,127.279999,125.459999,126.160004,102.50638599999999,248690900
2008-08-04,126.040001,126.139999,124.760002,124.989998,101.555725,188239600
2008-08-05,126.019997,128.559998,124.970001,128.360001,104.293869,251577600
2008-08-06,128.020004,129.300003,127.480003,128.929993,104.75700400000001,209555400
2008-08-07,127.959999,128.440002,126.540001,127.010002,103.196999,246312500
2008-08-08,126.58000200000001,129.929993,126.379997,129.369995,105.11451699999999,260811700
2008-08-11,129.470001,131.509995,129.229996,130.71000700000002,106.20326200000001,249425800
2008-08-12,130.279999,130.699997,128.729996,129.350006,105.09828200000001,213200800
2008-08-13,128.78999299999998,129.649994,127.66999799999999,128.570007,104.464508,256393200
2008-08-14,127.839996,130.279999,127.75,129.53999299999998,105.25267,239555300
2008-08-15,129.929993,130.5,129.300003,130.169998,105.764526,181000800
2008-08-18,130.429993,130.479996,127.660004,128.389999,104.318275,172275100
2008-08-19,127.41999799999999,127.690002,126.529999,126.989998,103.18073299999999,194673700
2008-08-20,127.389999,127.949997,126.339996,127.58000200000001,103.66011,225498200
2008-08-21,126.75,128.440002,126.599998,127.800003,103.83886700000001,180609800
2008-08-22,128.669998,129.649994,127.800003,129.649994,105.342018,167715300
2008-08-25,128.800003,129.649994,126.75,127.019997,103.205124,171936900
2008-08-26,127.019997,127.870003,126.58000200000001,127.389999,103.50576,159117200
2008-08-27,127.550003,128.830002,127.300003,128.630005,104.513283,171032800
2008-08-28,129.279999,130.33999599999999,129.110001,130.190002,105.780777,167537100
2008-08-29,129.729996,130.139999,128.509995,128.78999299999998,104.643272,189195800
2008-09-02,130.029999,130.71000700000002,127.519997,127.989998,103.993271,252364900
2008-09-03,127.879997,128.5,126.93,127.879997,103.903915,251947000
2008-09-04,126.970001,127.230003,123.959999,124.029999,100.775726,340042500
2008-09-05,123.290001,124.949997,122.0,124.41999799999999,101.09259,289503400
2008-09-08,128.03999299999998,128.240005,124.41999799999999,126.989998,103.18073299999999,364075300
2008-09-09,127.099998,127.360001,122.800003,123.220001,100.117592,377326800
2008-09-10,123.889999,124.900002,122.550003,123.720001,100.523827,298916600
2008-09-11,122.120003,125.739998,121.599998,125.510002,101.97823299999999,375369400
2008-09-12,124.290001,126.209999,123.83000200000001,126.089996,102.449486,297851200
2008-09-15,121.629997,125.650002,119.889999,120.089996,97.574402,483607000
2008-09-16,117.199997,122.32,117.0,122.099998,99.207581,581744300
2008-09-17,119.639999,121.849998,116.0,116.610001,94.746895,624095600
2008-09-18,118.050003,121.790001,113.800003,120.07,97.558151,776114700
2008-09-19,126.699997,128.0,123.33000200000001,124.120003,101.432594,501087800
2008-09-22,124.449997,124.75,120.360001,121.309998,99.136215,249966500
2008-09-23,120.849998,122.019997,118.279999,118.550003,96.88069200000001,327470400
2008-09-24,119.349998,120.0,117.790001,118.93,97.191238,311818400
2008-09-25,119.400002,121.910004,118.440002,120.790001,98.71127299999999,328253000
2008-09-26,118.83000200000001,121.5,118.510002,120.849998,98.7603,285917400
2008-09-29,119.139999,119.339996,110.970001,111.379997,91.02127800000001,459562300
2008-09-30,113.510002,116.800003,110.529999,115.989998,94.788612,328154400
2008-10-01,115.269997,116.690002,113.949997,116.059998,94.845833,332783000
2008-10-02,114.949997,115.110001,111.059998,111.849998,91.40538000000001,365337800
2008-10-03,112.860001,115.449997,109.68,110.339996,90.171371,461798000
2008-10-06,107.150002,107.620003,100.639999,104.720001,85.578636,610637500
2008-10-07,106.839996,107.33000200000001,99.650002,100.029999,81.745888,540012100
2008-10-08,97.519997,102.18,96.809998,97.510002,79.686523,725414800
2008-10-09,99.660004,100.620003,90.25,90.699997,74.121284,534485200
2008-10-10,86.760002,93.940002,83.58000200000002,88.5,72.323425,871026300
2008-10-13,93.870003,101.349998,89.949997,101.349998,82.824623,455584000
2008-10-14,104.699997,105.529999,97.110001,99.849998,81.598816,546268300
2008-10-15,97.459999,97.800003,89.709999,90.019997,73.56558199999998,484627500
2008-10-16,91.290001,94.769997,86.540001,93.769997,76.630135,708811200
2008-10-17,91.989998,98.589996,91.650002,93.209999,76.172493,476649000
2008-10-20,95.349998,99.099998,94.089996,98.809998,80.748901,321294200
2008-10-21,96.970001,98.639999,95.220001,95.860001,78.33811999999998,356502000
2008-10-22,93.199997,95.860001,87.529999,90.639999,74.072266,516168000
2008-10-23,90.290001,92.449997,85.809998,91.690002,74.93034399999998,634666400
2008-10-24,84.059998,89.91999799999998,84.0,87.040001,71.130302,545812600
2008-10-27,85.970001,89.510002,83.699997,83.949997,68.60508,397288600
2008-10-28,87.339996,94.239998,84.529999,93.760002,76.62197900000002,639939500
2008-10-29,93.769997,97.16999799999999,92.099998,93.08000200000001,76.066238,531270100
2008-10-30,95.779999,96.540001,92.900002,96.300003,78.697701,414582100
2008-10-31,95.08000200000001,98.57,94.480003,96.83000200000001,79.130836,411394000
2008-11-03,96.779999,97.690002,95.949997,97.110001,79.359612,205419400
2008-11-04,99.059998,100.860001,96.709999,100.410004,82.05645,346793400
2008-11-05,99.199997,100.709999,95.0,96.190002,78.607796,387844100
2008-11-06,94.459999,95.440002,90.059998,90.860001,74.25206,477721900
2008-11-07,91.650002,94.0,90.5,93.860001,76.703682,380391000
2008-11-10,95.209999,95.529999,90.91999799999999,92.629997,75.698502,301773000
2008-11-11,90.760002,92.139999,88.650002,89.769997,73.36129,418498200
2008-11-12,88.230003,88.949997,85.120003,85.82,70.133324,454330600
2008-11-13,86.129997,91.730003,82.089996,91.16999799999999,74.505379,753141900
2008-11-14,89.410004,92.059998,86.519997,86.620003,70.787064,540352300
2008-11-17,86.379997,88.559998,85.160004,85.470001,69.84728199999999,415254900
2008-11-18,85.150002,87.220001,82.910004,87.08000200000002,71.162949,523811800
2008-11-19,85.910004,86.870003,80.91999799999998,81.5,66.602921,558327600
2008-11-20,80.129997,82.510002,75.050003,75.449997,61.658787,814180400
2008-11-21,77.459999,80.900002,74.339996,79.519997,64.98484,718536500
